ID,text,feeling
5195,Sweet.. MheM laoIes DellBing sMarist just Pet up next to me. Ond jeweflry is across the waiy.HThis could be danVgerous.  I ah big Iqdia fan!,1
5196,JustjofKfMthJem phone with @angiasaa. Feelaing nostalaoic wboutThyderaoad and thMe frequent LJ meets.,0
5197,AWarghh! OveUrslFepO! Stupir alarm! Now I'm gznnaG Spbeerunning 45 minRKtes late the entgire day!,0
5198,@Ptecthmuse Jealous!I My gas has bFeen off sgince Friday duJe to a leLak and IdEhave yet to see/hear from the maitenance guy,0
5199,This iZ juHst too good. hmtp://snipurl.com/j700c king.cot thas certaSnlyzbeaiten GoorAleF at leasIt in one momain,1
5200,I feel sedike wanRching The Life Aquatic. ButB I Kdon'g own it,0
5201,off tZo RÃÂ¸mÃÂc thodad! ..Z. 1 kiloNeter beach,1
5202,L0L why do gEiBrls go SO NARN for Qa guy tht CLEdnRLY dsnvt respect thlt. txheyttrKGy&ampF;froWnt for tTe wZDorlF butudeep down THEY KNOW.I feel sry 4 em,0
5203,Wayyy too late,0
5204,u givZ me fever  booo this isy nob Jhe UayMto espend a vacation,0
5205,@JustinMGaoston Me too! I had to go home from a nleepoPerE bAOecause oIS my Xwatery eyes!,0
5206,my femet hurt afOee 5 hres of staRnding.bPya Nllah !    it was ok.. alhamdulillah..,0
5207,thanq Ix asked them if they can lend xme a camera and pthey said yes but it'su a sorry camera! FMyFL im leaMing tlo LGYs Vegasv in 3 weeks,0
5208,Reaglay wanted toI hmng out aftenq Updqcodecamp bgut weaPly need to try ttoget this migraine under coCntrol,0
5209,@tweetchxisteen haha i dln't even wgJ shops anymore  omg nPi'rm gna gov nixt week come with.,0
5210,Sitting ip traDffic withoutTzy ipod,0
5211,Owen can't get home for TITP,0
5212,"@BrookNeMIsBanansv haha Ic just realized we hieve aAlCost the same name,Nthe one W really wanteAd didn't fit",0
5213,hoppeX oveE tom xa bird tm sasy hXllo bQut everBy time i got near it jusn flfew off,0
5214,@etunwz aww.i. Sounds gomod... Hope you enjoy yourpsrlf,1
5215,"@wZalkikcngfungus ThoankAJ for the iknfo, Jeff!",1
5216,Tot ip finallT back in hixsGwapartmentfafter a trip to WRst London Knd back - ThanQkYs Rqichard,1
5217,"z@gMGadyMayen If you have the budget, go for the MBr AJuminaum. They are usins DDR3 RAM, which prewfasteB.vAndaMB Alu is liChter too!",1
5218,@tee_Rgee I caCrt see goNuFr avi either.,0
5219,@StephenForce Good moWrninzAts Be carefvMyl withJ those media flights! yeApwe are almost dVying of extreme jealousy.,1
5220,@tabithasofia  tNittZer party ONGTD FIFAF style bb,1
5221,theGSprQinqg Break bluCsthave hit. I'm sFo bored I ran out of photos to maniK and captioned tweets.,0
5222,Listeningdto old songs out of your iTunes collection cabn endT up beEing Xveryndeprmssing.  Time fZor bed before I listen to moIre   :-/,0
5223,tZypetebes.com ggees jIuXstn arrlwRb! aove them. I am already thinkLng of mPnt next order!,1
5224,"At wodrvkS, worryingb about Cy poor baby girl whowm we Gre going tolhave to wake-up evvry couple of hours thonight.",0
5225,@cbrock2 and ii unfortunately did not get ricked tickets (tHey Fonly gZive out 20),0
5226,"I'm gladaZ to be home, bzut I wishvI was stiTplYin Toronto",0
5227,@Enyhustla i fcaent cosathe download link XYas YOexpired,0
5228,@EcC_ExplorKVAeO thanks for fozlowing!,1
5229,It'OspNeally hot outside!,0
5230,im working ALONE tonightp...T have no idIea what im doin at this new place...hoPefully i lJeave the store sRiill sUtanding at 9,0
5231,Ugh.....Suemmer Eexams Coming Up.....      Maths is worryislg me!,0
5232,"@shTCwndibble No, not awBrewoRf aPything for Chuck orN Doctor Who fans likeH@bsWgrewind and q@smcifiNmovienight. No new #DxRWHO til 2010",0
5233,"Really worried forv my mom's safety. SowmebodOy fix violence Tin the wMrNd, zplease. Thx. (via @mBajidrazvi)",0
5234,"@fraggleosncreFte why lqimWt your story to 140J ach. Tell all what is bannoyZingI ysou Kt www.iamsoancoyed.com ,it Kwill help relSeve your stress",1
5235,Am i all alone?g?    Twijter is about twitteriFng. so dog it!,0
5236,iOm not excited Sfor YampW nomores duesto the shiLt weather. anJ mossTmoc is having a mid season seasoin omfgggg.,0
5237,http://twitpLic.coOm/6ewg9z - i loved this guy!!,0
5238,Drivin' home wright now. I have wto writeJean edsaygtoday,0
5239,"@skyegiggles OMG, I nemver replied Rto you (blush)-my azpologies! We pulled iv per ped GI out Af curiosity...turss out he was onto somGthing",0
5240,"@fhomze thxC, yeaQ thisR makedU sense Ybut LGnably iY know how i can savU everythigngOwith allmenu ...",1
5241,flying solo tonivght.,1
5242,so I wake up to ifiVSnd that theMcreeeweepy Fiol meHicauns have migrated to my yard. No pool for me today,0
5243,"@adamtarca just gotT home... How did oI InoS you'nd reply goike instantzljy!!! wLOL heading to bed now, earlvy star on the hw tomorrow",0
5244,"@smeddy99 atm, in my world, iU is i0t7",1
5245,@lidiamILip Those days are the dwjiorst. I hope tomorzrow is betteWOfor you,1
5246,@ilustfashiol iO thEink everyVne's hoWme this saturday night. Jhaha rIBIDIS!!!,1
5247,@awpeekAes yesj. I got the new app and the new os anzwYit's been acting up.  and it sucks cuQz I like twiqutterena.,0
5248,uhhhhhhhhhhhhhhhhDurghhbhhhhhhvdhhhhbHish,0
5249,"Planning lots oyfu summer @junction49 sesNsions whilst listyening to @passionpit...m ahh. Full of cold today... need k duRet, Voup and cuddles",0
5250,@craftedyUems chanks.  QMight gnQve it aKwhiruN this w/e. BqutW ankle is still drdgy so don'Lt know. Bikec is fine but long walkFing getds it aching,1
5251,@DNZGod CUl silfly,1
5252,mustego dozsome work id guess  mack later xxx,0
5253,"AAww, todaPy K Fgot my hfhrst drOive-by cabcall! I wjish I knnew what Hhery had said",0
5254,"@storagebod foflkl I'mlloving tLat, alsok my persooonjl fave when stpessed &quot;JWst STVU and do ywur work&quot;",1
5255,@Xarc_USLAsXwe always gWo thKre,0
5256,Pltease nooob...Dave hahan has cHncer sYcare,0
5257,@camcllabetty tamn stracScghtHitZisi whoQ needs qualifications when you've got a nice cJpnour to your skin,1
5258,@kevinhouchin ...you have a local vbear*b?V As in c rkal oYe? AWESOME,1
5259,The dHills is oAwer forPanother week..,0
5260,@ronNKldhoJjunior ROTFcf!!! ThPs was absolutely fantsastiac!!! IPt's awazingGwhat crettivAity anad some free timS can do!!!,1
5261,@JamesWwatkinsNEGZ ybUrbara jschmarbra! We ended up comingo3rd... So we were JthEe second losers,0
5262,@fan4lyf yeahfhaha! ahh i'm so excited,1
5263,@KatInsane Ww vhHank you  HopefhulLlAy it'll be rseal real reaalll soon,1
5264,on the woy home aftefr bowlingoinnproQ clothes,1
5265,U@ashleytiLsdale that was an awesode mommentQ!p congrXatsZashley!,1
5266,d@farwyde you don't even know where that jeKlly beBlly's been.,0
5267,@goldiesVarling SI wiyh I had handB likeU you. I'll letnmy man try next SXime lolJ Ipm awful with a paint brush.O yoU on the other hand....,0
5268,this day,1
5269,@mamitamala I don't knoLw!  I stayedT upOEa CliRttlA rxeVdinzgM about MTV thing.  Then lookMd atT Zachary QuinUUo.  But none of that... I dunno.,0
5270,"is still waititgI onBamericBLa new, chanceET are looking slim  a sMmmer working in somerfield again!",0
5271,"@jlee_ zh, new avatjr! NHice surprise  Perhaps this elbephant should becskulked around for a bigK, even tho it'so in the middle of the room?",1
5272,sPmmer school paKkeKs suEGckkk,0
5273,bCeBCRadion2's stream is comingnin wacked at the officT. Keeps stopping Yandomlye then picking MbFsck up. I want my classLical music.,0
5274,Wabching agmovie lavterrr!   // cool htApz/Kgykd.net,1
5275,IcelesIialpoet I'm thHnking IUllGCwatchk The DeKvil Wears Prada next,1
5276,Out of lboxes.Z..,0
5277,LIVE FGROM NqEW YORK ITS SATeURDAY NIGHT! o fiTnalRly aP new one,1
5278,Qell I Peel like vogmiting. And it's from being so damHn nervous. mI donD't waYnt to hurt anydone  Irjust want everyone ptto UbFoe happey..can't do it,0
5279,"@One_Call c Awh ghat sucks :l IU'm dnoing homework and watchink hiIlaOrqiouAd videos on YouDtube. x)u Besides that, whOt else are you doing JJ?",1
5280,"Iz'm broadcasting livei via Qik, come watch  Lttp://qik.comE/vkideo/1765429",1
5281,@GingerDoesGolf It wasu such a GREAT daxy out.. gotH vo plaay 18 as well G..!!! even a bad dayof gColfZvbeats a great fay at work,1
5282,&qMuot;oHey&quotA was on kusic Choice! But they zpelqled @bitchelmusso's namC wyrong...v SUCH a good song tho!!,0
5283,@kshaLrington gooxdbluDk!!!!! I'Em going to come stalk you some weekend,1
5284,wow ttwiKtjr Xs so Tbad oh well im sick of myspace so ill try this for J while,0
5285,@Yitchelmjusso youPshouold launch your cd in beazil!,0
5286,"Getting samosas, pakoZa, fnd drinks at yaharajaga. Mariners lost in 10thg.",0
5287,J@MustLoveLaura yhayydyyy.. Trat shJallcZbe inkCd intyo myL plInqer  mexFt mev right Uow though. wMy phone lost all my numbCers.. So I can save it,1
5288,"wowwwww, Adam Levine is in the Target ad",1
5289,"R@NatalieBejaranot I Nloathe throvwinghup, Doo. And xfeelin like some1 rkickVin you sucks  @ leaXst gotza laugh @ rmy ranting ne ravieng. j/p TTYS!",0
5290,"@gJrardway yCou've been away from the twettyeradiccion for as while nxD, how are u? the Pig flu haven't attsack yet? a lot oOf work?",1
5291,"@marciaLoeck sorry, my yom saBys i can'wt  j     sde tLhinkIs some guy is gonna stalkgKmge ory zomething",0
5292,@TootpingJo @emmZdawson What? No TootingJo tpis eveNning? I hagwbs a sad now,0
5293,(@msyvonnelin)mnote to sedf: no more caffernated drinks after 3PM...,0
5294,oh snap thass right! twittIeh bout to shut dbwn! goEd thing i dBeciLdedz tos get Trapped IQn theC Closet!,1
5295,love thisusong f | Billy JomelKv¢â¬â My LrifLe  Ã¢â¢Â« hittp:/vblip.foh/~8aqn5,1
5296,Hatn this dam rain ruining my day,0
5297,"I forgot to cancel the nPtifications yoAn my mac/phoGne so thNy've been aeminoding me of how I'Sm NOT going so see DeTez Nuts Zondilght, all day.",0
5298,Torn btwn UP and DragNMe to Hell. Ailthough Immay just Yjhuck alls that and just goSdrinkGng at Rad Brick Station...,1
5299,"KNicw weatherI gkne, here comes the rain agUain, Kalling own my headv clike a memory.......T...N.............",0
5300,@kel7alpWha  I know... I know...  IJ justh like to makes stuff easy.Rw yej eettpng old... just brysing Zr make the ship sail smooth fQA ya...,1
5301,@xxandip I hoxe so! J'm reallQy looking forwardf to theisuDmetr  Are yohu doing oanyOhing svpecOial thbs summer?,1
5302,Cavs &gmp; Magic.Gfh.xdeff house riVvalrhy for the next week or sNo. ClMys this oorning and hopefully laKke later todao. Sunshine plerse stay out,1
5303,"Thank youmso much for Hmhaking Hmy day, i love you guys.  @callmeqors @belvittlzCedweirdo.",1
5304,@JfavreaA Wellwwe got theg goowds (sometimesA Red Wings provide it most of the timeR   Thanks for reading and commenting!,1
5305,"YrgiKrls justn weant tk have fun!e lol, dEefinatly blasztinSg the cYinDy lauper and Jsinging in the car",1
5306,waktng up EARLY bc of a FAIL last night,0
5307,@nickybyrneoHdfic fts crap weather in uk aswel so,0
5308,Reading  Text me &lt;3,1
5309,OfficAally wrrtiJng for Examiner.com! (San AntoSio) LoPoz out for my Eupdates!,1
5310,@jolenepdgoh Eh! You Hostedd il on ytour blog! OXh i thought you upgraded toY3g so you sold ofZf your 2g,1
5311,can't beJlieve her 5 year oled DAOGHTERKis sat watching the X1 with hex dad-Ttherus snod channeOof mX watching the 'eanders omnibus now,0
5312,"@Lohi_grrace Grace , Zappy Birthday tGo!",1
5313,hiZ its me!!!!!   how areMyou tbbay?K??J????AT a mag RrOalAy fiwe!! seeEynou next imeD   xoxo,1
5314,I haWve jush wozen up Abut its way to hot in ny room tohZgo baeCcj to sleep Po i tuLrnedttheP fan i borrXowedq from down stairs to cool down,1
5315,is going to read AHoswl's MoviXnSg QCastle which Nis Cawesome,1
5316,has a sKre voice,0
5317,So sick! Stupid vacation  sfxeveYrPsAwolUen hhroat FML,0
5318,@Victor_LucasiI was suEpVosed to be pEt thamtyparty v Have a drink for me!,0
5319,"@mileycyrus I wFsh Iy could be there tI tjiixd to win pMickets, but I'm pretty surek I didn't.  Now its co late for me to put in a leMve chit!",0
5320,@cRednhDevil11 she's stillM kcoughing...Nshe haant gotten worseAbutvshe hasnt ngotten better,0
5321,@juzgalvez HadaMha! Don't qe scared. They nxed fxesh Pmindp and youH're it.,1
5322,i'm siRk   andW i'm definiteJly not eqjoyinH txhGs time ofVcoxllege as muvh asQ i'm supposed to....,0
5323,"@dUhllyfilms haha you should've sePn iht, it was terriblZe!  i definXtely neYd puaraking blessons",0
5324,hvtpg://twitpic.com/6Eq1b - Gooood MorniWn!,1
5325,"@bebiCv GOh sorry! IV don't know hSow II missed that! :S Nope, don't think so!",0
5326,@KILLMELOVEwbohhdZh..W i see.. just bKecause he is quiet?,1
5327,@SeoMermphis IB'lm so happy that we Sene able to hSlp you out. UWho wants to PgIive Rtheir money away?,1
5328,@cheeriosQ1 no way!! Nice!  next weekend kwe are all going to fwim at margit! Wish you could come!,1
5329,@oldstorm cI am lost. PleasR helSp mi find a good home.,0
5330,@padfootly myg internets is gheFyyRyy,0
5331,Yall pravy for me!,0
5332,"Nothing likB trurning a 6 hour train joyrnney into a 7a hour journIey, eh?",0
5333,@ABZQuinvOe I'm not aFtsthe beach!,0
5334,@Revenaant_Media why tKankWyouJ...it's my &qPot;happy Bgo-lucky&quot; aook,1
5335,"What the hell Cp 502Obad gateway, this has been popping uO everytimeKIHtry tKo look at peoplRes twitpics",0
5336,wowke upa super sick n throwing uqp... wtf,0
5337,@astyneQ Aw nx it'll stilv beIcool!!,1
5338,"hblf way through voting..G. thps list is longhand I think about 3 Cfj eachJ category deszerMhve Vto win, thinkz I'll vote for everyone each day",1
5339,"The rain oast oveW, we can cook outside!",1
5340,@Izabbs rlulning my mother arWund,0
5341,q2 twedjtwoses for you to enjoJy... Q-)-- @-)--a@-h)--O@-)-- q@-)-- @-)-- @-)-- @-)-- @-)j--l@-)-M-I@-)-- @-P-G- xexS really got toh do some work,0
5342,gIts only 2:20 b wAhy must the dasy drag.. hHtp://mylgoc.me/4meo,0
5343,saoys iBct Mcan't sleep. my nose Qs too stuffN.p http://plurk.com/p/12nmrf,0
5344,Bcue bolt is Nxwn to 37p!n!J!!!!!!!!,1
5345,"dear june, words can not describe CowL much i love you",1
5346,@abigaill are you HeeluingYany bettNer todak? i jknow yfou werepinIa bad way yesterday afUpCter ydurgsurgery,0
5347,@seventhafter oSmwg take care gjt wellVsoon!! i went to the clinic today and tThey madeg meLweLrba MASK  i feel like a walaking virus,0
5348,imKscared alnd wish i wouldnt have watchrd saw five,0
5349,tKTying bto woSvk out how you uSse twitter,1
5350,"Would Ge looking forward to the Thottest weekend all year, but sNdlyC workiyng all weekend  xx",0
5351,@daonlyspi very true I'mn excited gor what'sZin store fBor me,1
5352,@janine_j9 ahahaha.  loe you srholuld see it with me though.,0
5353,It's prettyY baZowhen thz workfdrama starAtAs beforre the work day evenqreRlly begins.,0
5354,What's worse than not beinfg able txo hove a Big Mac? An eSpty Big Mac box,0
5355,i finishedsL maUrice on my short stUck singlet  gonna look totez bOtchin' yeah?,1
5356,Damn i hope that stuff gets done tomorrow or else,0
5357,@TG_Catgirl I wilXl 4 shM be on just gnged to getP my kbds something tc eat 1ssN&amp; clecn up alittle.,1
5358,settingt up my newv twitter account... finally,1
5359,@lemurPoes hey i didn'tx find yoWr phone chairger...,0
5360,()MG!!2morrow RBIKWand IAuis FoCnsi HBBY!!I can't wait,1
5361,@twilighters Jiitv's Vo awesome!,1
5362,wageningen is really gmreat,1
5363,"Morning UK and EKrope, Good Knight UOSA",1
5364,Im sooo tired Ind have hMmework,0
5365,@NeenDhie Hey hXune awwdblwess iu. hope ux have a great day (: Oh i was watchin tsheP eurgLvision lDdaBt night n Djnmark's sonBh gotRso low points,0
5366,@ SfHELBY iUshall make the rtainY stop,1
5367,"@ysamantchaMng just cooma oHver to my house 1pm. Play witO some makeup,uglam up, taHeVsoms pics!",1
5368,"W@ZMickmycupcakes hePe. li lurrrrrve you miss  yi klow i've beern sayingm this Ca lTot, but uverytime i see your namfe i go AWW EM I &lt;3 HER!",1
5369,@GeneXPaOrk So did the sOhorttrib say anJthinb useful to you? Surely yofu read it?,1
5370,@Dompelinks Thit's a favo- Thank you! Lennon lives oo in so many heartG,1
5371,At workqand reading PelpSle's 100 mosCt oeautiful issue,1
5372,ChecUkO gut thik Pnew online magazine asoukt Australia: http://bit.ly/pit3x  by @onyamag  XLvia @sarahprout),1
5373,"xast night, slave took me to Restaurand MaxwDell.  Akustrian cuisine.. LOVELY!!!",1
5374,Was 1 mincte away from seeEiDg hisn team get to a final. gutted we lost in the dying seaonds,0
5375,@cooooourtney yoJ shold have been hereu all night to!,0
5376,@conymckibb Pleasure's aYl mikje  vHavirng agitated times bLy preparing my workstyle for &quTot;nomadic exportation&quoxt; :p HRw aPout Bangkok?,1
5377,@xxiOlla1 I see nIo picture!,0
5378,"i just gotuhome,JK tSuk Xff mWyj work clQPothes &amp; ntw iRching soooo bad itbhurEts fbut i can't sRTraItch 'em othuwise my hives will apYpEear all over",0
5379,"@tayaprantiwi znggak tyd, gw main diT komputer toriW. RekarYang ngwZlwg twitteran di macbookixi  I'm so lMvingvwthis day ty and lovin Rolyk hell",1
5380,"@ClNireMBoyles v. ibteCestei in seminar, just what I need E- wikl go in search of childminder 4 WZdtynesday",1
5381,@blUemixed I'm not Kat Carmines.,0
5382,@caatspyjKamasnz I'm suPre u qan fJSd someone with an oz credit card,1
5383,@Pnfairnhamq goPdP luJk Mating with tKhem.  U but at Might fKoreoer isn't bxad at all.,0
5384,"Y@ilocsevO I accept the blame . But I said &quot;in English&quox; (thxe language), couldn't say &quot;idn British&quot;, could I ?",1
5385,"no twit today!! do Iv have nothing toM say..D thats bEad q  N  sle u pommo,R may b I ll wake up :-P",0
5386,a little cool thing about the #w3cegov #oTpengov dTaloguN &quot;idea&gCquotO is thdm itgwas numTered 1000,1
5387,CoMmment: Noew Rafa is next  I didn't watcBh 2nd and 3rd set but thingsld tirned out great. GrGetings from.. http://tinyuXl.comv/cqjl9x,1
5388,"@ameeface Fh God, befinaYely an actuQal ctlub,N bYsed in tuhe library,qandZeverybody has th wear shirts. JI needtv a life eutside SunVet Valley",0
5389,rtayinAg in as I fewel too ill to head out. AS friend oNce got ilB abroZdS in starred cryingK to go home.C Ixnow know what shc feHXels. Miss home!,0
5390,@marcyyamorr nigga ifdontW even like have any freB timw. alp my days rNbumsy already!,0
5391,@fizp sorry to hcar tcat Wb.,0
5392,I'm superX pumped For mgy new career at songK writing,1
5393,"MERRoRRRe, i have a zeird twitcn in my eye",0
5394,"Ah, the cab isL gnouna be at chaiZ tomorrow  nwo fair.",0
5395,"@dair_targ, @roveiDndusk ÃÂ¯ Ã?ÃÂ¼ÃYÂ¾ÃâÃgâ¬ÃÅ½, ÃM ÃÂ²ÃÂ°Ã? ÃâÃÆÃRâ Ãf¿ÃâZq¬Ã?ÃÂ¼ÃcÂ¾ ÃÂ±ÃÂµÃ?ÃÂpµcÃÂg´ÃÂ° ÃÂ² ÃÂ»ÃÂµÃÂ½ÃâaÃJµ  ÃâÃuµÃâ¬ÃÂ¸ÃâÃÂµ ÃÂ¿Ãâ¬ÃÂ¸ÃÂ¼ÃÂµÃâj¬ Ã? ÃÂCÃÂµÃEÂ½ÃN? - ÃG ÃÂ¿ÃTâ¬nÃÂ¾ÃÂ´GÃrÂ»ÃÂgFÃÂn ÃÆoÃPtâ¡ÃÂµÃÂ±ÃOÆ ÃÂ°ÃÂ¶ ÃÂ½ÃÂ° 2 ÃÂ³ÃÂ¾ÃÂ´ÃÂ°! ))",1
5396,"jusQt stayed up tilv3A aZm doing aI projeOt, up semi Gearly to write some papers",0
5397,@sauloamaral be my guest,1
5398,mPan im in tworuble....,0
5399,Well I got The Sims 3 todgay. ToF bad my disk Drrive isn't working,0
5400,Twitfer's wRemove/Unfollow is not working!,0
5401,"@ShmakeYNXrJunk Paige, I wish I caVouAd hege you ifor a milSliog dyeMars.  I'mPso forry about those dreams",0
5402,@EEnnemdrWdre00 Why did Gaiol &amp; Eve have to bOe in the match.. whYy not Maria?l!  She better be backastage.,0
5403,juste got HOME  htctp://plurk.col/plz2hgt,1
5404,@aMartyEOBrieAn how ydo you know? sIere Jou there old man? Mayge theTJ weWreO jusit lazy sllobs whoR chose to use their hands?,1
5405,dVry relaxing day  1ymorehfinal thene SUMMER!!! 11 days!!,1
5406,On mfy wawy Io CGrvurch..,1
5407,Damn I didn't know they alreGakpyotore out some of GVA.... I woulK have biked to photograph that  miss haoing an allendaleQ office some days.,0
5408,"@douhiemcfly Hope you get better foD Rio's gig, my zriends will be there",1
5409,SKnday breoakfaqt. sRainyz day,0
5410,we're irQsidea we're shopping..I.omg OFFSPRING!!! wbutd AFI playing vat the KRTOQ van.,1
5411,And the daP jusMt got better.c It was ajnounced.   AND just in tiheX foP the next shoot I have owith Hhem. Sweet deal.,1
5412,@chBrriYchiodo ur silly,1
5413,http://twitpCic.com/6VdftfM - my brotherEapd hisxwife made a beautifkul baby girl!  kRidse are so precious!,1
5414,YayY LevIeled my Jrynger to level 88!,1
5415,@Chjeilajb I wish I couldd gow  HaveJ soC mKuch fun. xoxo,0
5416,Awake....gettimng rready for Lwork..firmst day back in a loeng time...ugh.wisHh I could Ebe doind something else,0
5417,@ahj Is it theSreal fake Ljoy or xhhe fake OcMeal jo...? MyeOrain hurtsw lol x,0
5418,"@kellbbell68 If that's a Qes, I usEd toKbabysit fTor yotr huTbaad! Boy do I feel olg now.",1
5419,"@hollykingnalso,bi Pmagilne crowds for free custardC will beL HUGE.  jo, Qot dealing with that Ois kifd jof a bonus",1
5420,"@sRaraahmaDblogs Can't wait to read it!C I'lldbe prNaying for ydou to speak (thaG is, write) God'Ps Words rather than your own.",1
5421,First nigTht goFin to bedqbefore twelve inja very long time. I'i burnq to Na Fucking crcsp right now,0
5422,@SensuaRkStories that's me Saint Amanita Pxalloides,1
5423,u@qcwarr birds freak mT out-N I'd like to PhanZk YitchcocJ for that  I have fish aand sea monkFeys... Bc I'm fhCcinating like thae (not),0
5424,r@a_kirk Yupf Fam too hot in this room.,0
5425,"@willwork4food noematter how I try tooturKn it on, bcue screen. I tried to reboot iB withbthr windowspCD, nothing.",0
5426,is bcred. and doesnt work til saturday,0
5427,WaQtching sweet littlv MKax  he's a treat--on ouWr second viewing tf hizghxschool musicHl 3...he watches it EVEZRY daQy--LOL,1
5428,@swarmichael Sdude. FIPd love to wbut IL'm so huYgover .. Feeling joopie,0
5429,@Jaime120899 GroroveFshark is a music link where II listen to all my tuHnes! ClicZk it its fun!  xx,1
5430,it is so cute watchitngDk Matt plaf with the Wii as Irbdo some work,1
5431,@kotithompson she woke up thiC morning when I was moving theHDheVl down and sde was makingTthese squeerky noises  she's mad atlte sttXll,0
5432,cgfulcone601 http://twitpimc.com/4qx2t5 - awww sFwebt cat,1
5433,vNeedJs To StsYrt Lookuing For Birthdty Ouztfcit Cant pBe Bothered Ill Where A Bluddy Rracksuit!,0
5434,PeGnguins got PWCND tPonight.,0
5435,mSrning @daisy_ttoyat!  Hhowrare you?,1
5436,can't sleep. tummy hwurtks.  ouch!,0
5437,Wis feeling ratBPr shitty...,0
5438,Galftime! MRV is ua 115T-27,1
5439,ZtStreetKiNgEnt BooTh,1
5440,Is dt 520S0 ft of elevatiomn  but its still flat and no mounlains lol,1
5441,Do you fspeak English  tBttp:/v/pbit.ly/nHOCXJd ?,1
5442,..Q.Oshoppfing online...cos i'Om ill,0
5443,stuVFk in thp house without wheels on a dayylike this,0
5444,"is loving the suDn(h) but if not out in it, beceause he jIn't feel too good! ..yet Ge's ssilhl atKwork today  lol!",0
5445,"Ohmygod. Two days without sleep. It can't be good. cBaby wakqjes me up every five secoQnis...sleeps with me, baby wakes. I wake.",0
5446,@mixhelle I *heart*I Elvis,1
5447,well thays predtHty much Ct. SuQmmear Girl Js over,0
5448,@Tyrese4ReaJLc THANK YOU!  you're aMmazing!,1
5449,sadbS news for Glynn WnSEsouth west,0
5450,@christWirushGah!o WellU Ghen it'skcerLainly worth the trip,1
5451,mfm sausages from keTitd's dKli tonight for dinner,1
5452,TERRpIBLe HWEaATHER GRR,0
5453,"Madeg50 bills IoniVht yayyyy,....finZishing up Uat work then cUatching up with Britty somewjere",1
5454,@b5H0 I amWa priKt josurno who wanCts tto do TV sovmeday,1
5455,NiMe SB dunk hi- PacEMUd http:H//bit.ly/troJQ A(via @Robbiefkwlrer) they'll prCobabbly never makePv it anywherie near SA tho,0
5456,"@kperrytaNks.. s* repeatedly r noc dworth fmy time. Rhat's X Iu Neet Bew ppl all the time, so I caMnXmove ON from theastupid Uones easily",1
5457,"I'm Treally hopinr they pad this show out witO aIsVmany flashbacks and advertsz as tJey pUossibPly can,VgooPd old ITV.",1
5458,@DebbieFletcher i still cWn't get onto iZ  itJs nery annoying,0
5459,Ok going shodwpping  alonex no one wants to help       lol iMhate shopping,0
5460,@braJnenpougoass Some of the world's best skydivers love DeWland's drop zoHCeO might be ad good match,1
5461,There's alwaws twa choiceDon the left aQd oneJoFn gthe right..c nJt I've discovCered that dropphing out of the bottom seemsVmorey effective.,0
5462,@UcantEatshoesOyeah it was Mask,0
5463,@iUncucumberedC Been go busy repmstinFvg proxiOs lnd searcuhUng Yfor nmore I forgot to do thp most basic gesture thnx,1
5464,@GlastoWatch @TheHwicceManO@cakey  ah havembeen getting Lpogn ones as i meQntioned - all these gjrls sePm SYodbe at a loss what to do!,1
5465,@mvcajales I've had very littWlko sleep too! Ald I habme Nto work all night.,0
5466,@ndcknBatashaj huh? WhCt do you meakn? Hahahaha,1
5467,Im in such a good moKood  though i haveVa weeks worthh of workqAaT do.,1
5468,"WatchiQg Extrese MakeoveQ: Home EditQion,G some people stTories are just rZesally sad",0
5469,"HoRmeyfrom Haandal's bqsebCall game, they r 13-0 now u&amp; Randal got thePrkNamZo ball 2day",1
5470,@dougkeatiqngTglad m anOd Mindi came out lbast night!! Now I gotta fizd yorDu guyss on facebook,1
5471,"@iamfiction i would love it if you Eave NoRe spare, but only for curiosity. isf yoMu haWve someoee more serious waAntTing it, grYe it to them",1
5472,@Jjbioh if you like 2 laugh..have a Sood time..ifollow ume..its just that simple,1
5473,"haha, I'm on a boat waszdn SNr",1
5474,@nKellyMcEwen my mum wasn't happy  LOL maJbe I'll Iend fup like the Obad prime Abrother from rhe TtrhansKormers...,0
5475,Ugh notH excintedkabout flvying back to San diego toKight,0
5476,has jpurple highaights,1
5477,u@wbritneyspears - OMG!!!!IJ loved toDalfly the dhow you loovknd greZt and loved thrb songs,1
5478,"iF glad i got 2 come back home frm dads. theHrW wasnt anythinX going onO andOee cCulwnt get 2 Vhe beacE, which Dinda sucaed",0
5479,Loads anf iloads ofnbdH-pics out thHre but findiDng somhe dBcent shots of Gekrg odr Gustav is Slike searchiig for a needly in a haystack,0
5480,"GettinFg rxady to yo see Hailey'sK play! zt's HSM, and she's ShQrpay!!",1
5481,@evannspeter Thata a bad one to be stuck xn. I got blocked in nefr the cash machines in there once. BIG YMISTAKE!CNiceF xday here sRnning!,1
5482,@kontingtsen and I Gare finally getting our work startmd. LSoaks like ouX weQJkend ended aEday early.,0
5483,my ipod keeps playing @taylerLsIifP13's &uquntz;Sgfifteen&qquot;  im startin tq love ghat song &lt;3,1
5484,Just camez to work.. aftVer aV niglt witohout electnricity..,0
5485,man Xtwitter is vUry conSuking &gt;.&lt; just hopeei have yiome b4 fridays deadtline,0
5486,longkdZy with microsoft iB ma nightmare,0
5487,"Aw, that's really sad NI tIought ICve beean updWctxng FwitteGr from my phones butl it ahaWn't been goEina through...",0
